City_ID,City,Latitude,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
254,Shache,38.4167,77.2406,31.57,75,0,2.1
255,Maniitsoq,65.4167,-52.9,18.88,75,0,6.17
256,Dunmore East,52.1514,-6.9861,43.27,95,100,11.01
257,Lagoa,39.05,-27.9833,60.4,84,100,20.15
258,Shenjiamen,29.9576,122.298,49.15,67,0,11.88
259,Victoria Point,-27.5833,153.3,84.25,59,52,3.0
260,Evensk,61.95,159.2333,0.36,85,100,15.77
261,Port Hedland,-20.3167,118.5667,96.8,46,40,17.27
262,Bengkulu,-3.8004,102.2655,85.55,62,98,7.0
263,Isla Vista,34.4133,-119.861,44.1,93,1,3.44
264,Kavaratti,10.5669,72.642,80.78,71,14,9.26
265,Sioux Lookout,50.1001,-91.917,6.8,72,75,4.61
266,Hong Kong,22.2855,114.1577,63.64,64,0,3.0
267,Jardim,-21.4803,-56.1381,71.29,95,100,4.7
268,Chapada dos Guimarães,-15.4606,-55.7497,75.2,83,75,8.05
269,Mergen,49.1833,125.2167,-15.32,83,2,2.82
270,Makkah al Mukarramah,21.4267,39.8261,64.78,40,0,9.98
271,São Filipe,14.8961,-24.4956,74.21,56,98,9.48
272,Narsaq,60.9167,-46.05,42.8,31,75,33.38
273,Sabzawār,36.2126,57.6819,46.4,34,40,6.91
274,Esmeralda,21.8525,-78.1169,66.2,72,75,10.36
275,Altay,47.8667,88.1167,11.8,81,17,0.27
276,Chui,-33.6971,-53.4616,67.15,94,6,1.21
277,Los Llanos de Aridane,28.6585,-17.9182,62.24,88,20,9.22
278,Tazovsky,67.4667,78.7,-38.11,79,0,3.27
279,São João da Barra,-21.6403,-41.0511,76.64,83,31,19.39
280,Taoudenni,22.6783,-3.9836,63.03,29,0,9.89
281,La Ronge,55.1001,-105.2842,8.6,85,73,3.44
282,Kyra,49.5776,111.9753,-0.71,82,38,3.0
283,Cravo Norte,6.3017,-70.2041,78.26,57,37,5.28
284,Longonjo,-12.9067,15.2533,58.48,80,86,1.48
285,Irtyshskiy,58.3333,68.1333,0.5,93,100,11.23
286,Datong,40.0936,113.2914,32.18,73,0,12.62
287,Comodoro Rivadavia,-45.8667,-67.5,48.2,76,0,1.14
288,Urgut,39.4022,67.2431,51.8,16,100,16.11
289,North Shore,-36.8,174.75,69.46,57,0,3.0
290,Anadyr,64.75,177.4833,-20.09,69,0,6.71
291,Bogorodskoye,56.55,37.8833,20.41,97,93,9.19
292,Kudahuvadhoo,2.6708,72.8944,80.89,79,0,14.14
293,Taloqan,36.7361,69.5345,48.72,43,32,5.97
294,Kayseri Province,38.737,35.4968,19.4,86,75,3.44
295,Senneterre,48.3835,-77.2328,1.4,85,90,11.5
296,Kostino,58.9097,53.2691,22.42,97,100,8.03
297,Huaihua,27.5494,109.9592,45.81,87,100,1.25
298,Namatanai,-3.6667,152.4333,83.79,78,75,13.06
299,Liverpool,53.4106,-2.9779,39.06,87,90,20.71
300,Dudinka,69.4058,86.1778,-37.53,77,0,3.02
301,Lima,-12.0432,-77.0282,70.59,83,0,10.36
302,Djibo,14.1022,-1.6306,66.16,23,51,9.73
303,Forsytheganj,52.6333,29.7333,21.16,96,100,10.4
304,Cayenne,4.9333,-52.3333,75.2,100,75,12.97
305,Soldotna,60.4878,-151.0583,14.4,92,75,3.44
306,San Cristobal,7.7669,-72.225,63.5,74,43,1.72
307,Beyneu,45.3167,55.2,34.68,87,36,5.53
308,Chicama,-7.8447,-79.1469,72.9,68,94,4.52
309,Taltal,-25.4,-70.4833,63.12,75,5,3.38
310,Gazojak,41.1875,61.4036,44.89,53,100,5.35
311,Chhindwāra,22.0667,78.9333,69.91,21,0,8.52
312,Langarūd,37.197,50.1535,49.03,100,75,4.61
313,Barra do Garças,-15.89,-52.2567,73.36,87,100,1.63
314,Hofn,64.2539,-15.2082,33.48,78,72,6.2
315,Ternate,0.8,127.4,83.39,72,33,10.67
316,Rovaniemi,66.5,25.7167,6.8,85,90,9.22
317,Boa Vista,2.8197,-60.6733,80.6,65,0,10.36
318,Avera,33.194,-82.5271,30.22,93,1,4.59
319,Zaragoza,41.6561,-0.8773,57.2,67,40,2.3
320,Kaitangata,-46.2817,169.8464,57.99,67,22,8.01
321,Inírida,3.8653,-67.9239,75.61,78,91,1.32
322,Léo,11.1,-2.1,70.16,22,40,9.15
323,Provideniya,64.3833,-173.3,-7.89,82,2,4.99
324,Maragogi,-9.0122,-35.2225,77.56,82,100,10.33
325,Hotonj,43.8947,18.3728,35.6,100,75,1.14
326,Reconquista,-29.15,-59.65,76.82,70,24,8.1
327,Walvis Bay,-22.9575,14.5053,66.07,82,10,8.05
328,Paamiut,61.994,-49.6678,35.4,77,93,10.76
329,Ruidoso,33.3317,-105.673,45.23,49,20,28.77
330,Bohuslav,49.5494,30.8744,24.19,95,96,6.33
331,Pimenta Bueno,-11.6725,-61.1936,72.68,96,99,3.65
332,Ust'-Kan,50.9276,84.761,21.65,90,49,2.33
333,Archidona,37.0965,-4.3887,57.7,52,60,5.99
334,Wellsford,-36.2833,174.5167,68.36,54,31,3.0
335,Sola,-13.8833,167.55,81.07,84,100,18.84
336,Shaoyang,27.2315,111.4525,50.11,72,100,2.82
337,Muisne,0.6,-80.0333,77.04,85,64,1.36
338,Kipini,-2.5257,40.5262,80.6,74,1,5.75
339,Kayerkan,69.3497,87.7602,-31.88,69,2,1.48
340,Trincomalee,8.5711,81.2335,80.06,81,13,13.58
341,Sandy Bay,-42.913,147.3532,69.69,72,75,23.02
342,Koceljeva,44.4736,19.8117,42.57,93,0,5.75
343,Bulgan,48.8125,103.5347,21.87,86,32,15.01
344,Zhigansk,66.7697,123.3711,-40.31,79,100,1.92
345,Khor,47.8861,134.9464,-11.79,87,60,6.02
346,Meadow Lake,34.8014,-106.5436,42.58,52,40,9.22
347,Ribeira Grande,38.5167,-28.7,62.17,89,98,23.33
348,Astoria,46.1879,-123.8313,39.36,93,90,9.22
349,Margate,51.3813,1.3862,45.12,90,100,5.99
350,Kadnikov,59.5022,40.338,22.23,97,100,8.9
351,Chilchota,19.85,-102.1333,55.99,77,91,1.01
352,Yeppoon,-23.1333,150.7333,89.6,45,15,12.66
353,Saint-Augustin,51.226,-58.6502,12.78,91,66,12.91
354,Juegang,32.3174,121.1855,52.25,45,0,6.22
355,Maicao,11.3832,-72.2432,74.28,79,27,8.81
356,Kiama,-34.6833,150.8667,81.25,78,62,10.0
357,Pec,42.6591,20.2883,35.6,87,90,1.14
358,Kruisfontein,-34.0033,24.7314,61.0,89,0,5.28
359,Mareeba,-17.0,145.4333,87.39,62,92,16.11
360,Pine Bluff,34.2284,-92.0032,46.78,76,20,9.01
361,Ixtapa,20.7,-105.2,70.41,88,40,2.57
362,Harper,4.375,-7.7169,78.22,86,19,5.93
363,Parambu,-6.2111,-40.6944,70.93,86,100,2.66
364,Bilma,18.6853,12.9164,56.66,32,34,5.95
365,Aykhal,66.0,111.5,-35.3,81,99,8.95
366,Dali,25.7,100.1833,58.46,34,0,8.95
367,Ketchikan,55.3422,-131.6461,35.6,87,90,8.05
